"","X1","X2","X3","Class"
"1",1.295428,0.050829,-0.385217,1
"2",1.409178,-0.035191,-0.25198,1
"3",1.096803,0.246365,-0.415011,1
"4",1.463328,0.265354,-0.513488,1
"5",1.603284,0.080577,-0.470257,1
"6",1.001833,-0.083266,-0.681399,1
"7",1.517445,0.286702,-0.547891,1
"8",1.617901,-0.158504,-0.301126,1
"9",1.083162,-0.371103,-0.358668,1
"10",1.669991,0.0866,-0.280595,1
"11",1.457644,-0.401268,-0.407497,1
"12",0.914329,0.242193,-0.310915,1
"13",1.643737,0.153696,-0.241876,1
"14",1.595419,-0.310447,-0.368662,1
"15",1.153698,-0.25427,-0.87687,1
"16",1.524989,0.162923,-0.877225,1
"17",1.247658,-0.333062,-0.037487,1
"18",0.826074,-0.31543,-0.389405,1
"19",0.877268,0.354988,-0.618269,1
"20",0.809343,0.313444,-0.296642,1
"21",1.546564,0.055433,0.057049,1
"22",1.555207,0.48368,-0.659155,1
"23",1.570894,-0.469775,-0.218926,1
"24",0.9618,0.345034,-0.838026,1
"25",0.948567,-0.327407,-0.020961,1
"26",1.527893,-0.082015,-1.018224,1
"27",0.788416,-0.376902,-0.297599,1
"28",0.90298,-0.180361,0.045153,1
"29",1.834789,-0.1316,-0.725146,1
"30",1.369116,-0.0194,-1.095284,1
"31",1.248246,-0.632417,-0.625915,1
"32",1.554125,-0.002265,0.175737,1
"33",1.757288,-0.461343,-0.29954,1
"34",1.868755,-0.024153,-0.790365,1
"35",1.302702,0.689971,-0.424533,1
"36",1.924263,-0.075534,-0.683471,1
"37",1.269947,-0.495785,-0.961158,1
"38",1.094222,-0.623419,-0.759255,1
"39",1.990546,-0.038016,-0.442557,1
"40",1.755073,0.169729,0.057506,1
"41",1.633957,0.323377,0.090103,1
"42",0.693121,-0.379451,-0.683644,1
"43",0.532497,-0.093011,-0.520972,1
"44",1.214785,0.741492,-0.523834,1
"45",1.495177,0.560867,-0.002043,1
"46",1.049537,-0.025452,-1.177026,1
"47",0.994137,0.078633,-1.15429,1
"48",1.258023,0.567255,0.081931,1
"49",1.348109,-0.054338,0.324059,1
"50",1.215102,-0.759198,-0.258057,1
"51",1.645533,0.691991,-0.414455,1
"52",1.896597,0.060015,-0.92773,1
"53",0.813372,-0.451022,-0.915658,1
"54",1.595849,0.468001,-1.018286,1
"55",1.672338,0.038413,0.250135,1
"56",1.138984,0.795001,-0.276674,1
"57",1.812173,-0.440793,-0.894565,1
"58",1.41094,0.810588,-0.558598,1
"59",1.511001,0.181599,0.327558,1
"60",1.573745,-0.776984,-0.460695,1
"61",1.154986,-0.031269,-1.278567,1
"62",2.090848,-0.145125,-0.340549,1
"63",0.423861,0.072789,-0.41346,1
"64",1.563656,-0.780312,-0.622889,1
"65",0.873642,-0.545259,-0.993664,1
"66",1.967473,0.323425,-0.047633,1
"67",0.788993,0.525355,-0.945737,1
"68",1.496743,-0.842129,-0.328981,1
"69",1.87889,0.040344,0.185959,1
"70",0.844426,0.572656,0.070963,1
"71",2.070226,-0.374627,-0.433219,1
"72",1.050955,-0.392183,0.319538,1
"73",1.833459,0.553213,-0.026761,1
"74",1.892107,-0.557534,-0.072407,1
"75",1.382171,0.218436,-1.332147,1
"76",2.087972,0.327809,-0.70549,1
"77",0.858115,-0.631101,-0.978525,1
"78",1.838192,0.242957,-1.132464,1
"79",1.161382,-0.205692,-1.341069,1
"80",1.903102,-0.031523,-1.119995,1
"81",0.541289,-0.55812,-0.350911,1
"82",0.442275,0.192988,-0.087258,1
"83",1.584697,-0.711383,0.061698,1
"84",1.496522,0.89135,-0.227743,1
"85",1.931225,0.600832,-0.133303,1
"86",1.639036,-0.519435,0.252474,1
"87",1.537661,0.199144,0.442314,1
"88",1.964698,-0.076565,0.200502,1
"89",1.752882,-0.648626,-0.958114,1
"90",0.972497,0.18899,0.441773,1
"91",1.98307,-0.298888,0.120726,1
"92",1.376106,-0.751302,-1.041932,1
"93",0.826883,-0.804229,-0.158685,1
"94",0.465236,-0.175502,0.077741,1
"95",1.295867,-0.98012,-0.463469,1
"96",2.065866,0.209456,0.084316,1
"97",1.923298,-0.703156,-0.246845,1
"98",0.543922,-0.103244,-1.101993,1
"99",2.078767,-0.49264,-0.146922,1
"100",2.019462,-0.44784,-0.932738,1
"101",-0.609828,1.150829,-0.385217,2
"102",-0.496078,1.064809,-0.25198,2
"103",-0.808453,1.346365,-0.415011,2
"104",-0.441928,1.365354,-0.513488,2
"105",-0.301972,1.180577,-0.470257,2
"106",-0.903423,1.016734,-0.681399,2
"107",-0.387811,1.386702,-0.547891,2
"108",-0.287355,0.941496,-0.301126,2
"109",-0.822094,0.728897,-0.358668,2
"110",-0.235265,1.1866,-0.280595,2
"111",-0.447612,0.698732,-0.407497,2
"112",-0.990926,1.342193,-0.310915,2
"113",-0.261519,1.253696,-0.241876,2
"114",-0.309837,0.789553,-0.368662,2
"115",-0.751558,0.84573,-0.87687,2
"116",-0.380266,1.262923,-0.877225,2
"117",-0.657598,0.766938,-0.037487,2
"118",-1.079182,0.78457,-0.389405,2
"119",-1.027988,1.454988,-0.618269,2
"120",-1.095913,1.413444,-0.296642,2
"121",-0.358692,1.155433,0.057049,2
"122",-0.350049,1.58368,-0.659155,2
