"","X1","X2","X3","Class"
"1",-0.063274,0.027734,0.022683,1
"2",-0.000731,0.048211,0.069198,1
"3",-0.060767,-0.00908,0.053085,1
"4",0.013252,-0.011876,0.055324,1
"5",-0.054508,-0.003813,0.001738,1
"6",0.02418,0.068275,0.033462,1
"7",-0.029308,0.059849,-0.06326,1
"8",-0.016453,0.013881,-0.013236,1
"9",-0.042361,-0.059942,-0.026487,1
"10",-0.01631,-0.036612,0.047928,1
"11",0.03536,-0.04495,0.041474,1
"12",-0.000287,-0.049496,-0.06343,1
"13",-0.065931,-0.005381,-0.064899,1
"14",0.009049,0.027976,0.01198,1
"15",-0.005335,0.062592,-0.057507,1
"16",-0.004175,0.064646,0.040856,1
"17",0.091024,-0.031446,-0.014774,1
"18",-0.077068,-0.035324,-0.03906,1
"19",0.05515,-0.007045,0.078495,1
"20",-0.033779,0.049066,0.026958,1
"21",0.044954,-0.033716,0.011894,1
"22",0.008785,0.016895,-0.09079,1
"23",-0.061655,-0.023085,0.007996,1
"24",-0.051274,0.054634,0.032257,1
"25",0.04421,-0.062217,-0.018733,1
"26",-0.003343,0.069586,0.069452,1
"27",-0.064487,0.012217,0.040873,1
"28",0.042168,-0.009972,0.047962,1
"29",-0.061495,0.059835,0.025843,1
"30",0.071795,-0.01526,-0.023346,1
"31",0.058733,-0.029135,-0.011721,1
"32",0.078178,-0.014786,-0.00032,1
"33",2.418463,0.490127,0.033581,2
"34",2.805184,0.769746,-0.557435,2
"35",2.983722,-0.983118,-0.165216,2
"36",3.055291,-0.477796,0.370524,2
"37",3.015527,-0.666039,0.126169,2
"38",2.449981,0.175666,-0.531892,2
"39",3.199806,0.201051,0.58676,2
"40",3.266405,0.012518,-0.761892,2
"41",3.74771,-0.41696,0.148884,2
"42",3.411849,0.516665,-0.702665,2
"43",3.733854,0.184758,0.482416,2
"44",3.59214,-0.371411,-0.673235,2
"45",3.59351,0.125884,0.277346,2
"46",2.387269,0.784515,-0.011033,2
"47",3.423791,-0.039296,0.066654,2
"48",2.425059,-0.206822,-0.263965,2
"49",2.407337,-0.015134,0.097093,2
"50",2.923991,-0.262388,-0.672982,2
"51",3.188203,-0.476377,0.051427,2
"52",2.377023,0.498033,-0.382225,2
"53",2.610067,0.787375,0.046041,2
"54",2.918826,-0.8296,-0.198249,2
"55",2.932853,0.719728,-0.347704,2
"56",3.47194,0.322667,0.25302,2
"57",3.266172,0.207763,0.078446,2
"58",2.916963,-0.636281,-0.459655,2
"59",3.020822,-0.491739,0.382338,2
"60",2.844004,-0.078753,-0.660588,2
